,Unnamed: 0,P_gt,bin_P_gt,H_hru,Pressure_CAES,heat_caes,cold_caes,maximum_cold_caes,maximum_heat_caes,H_gb,H_ac,C_ac,H_hp,P_hp_H,P_hp_C,C_hp,bin_HP_H,bin_HP_C,Grid,CAES,P_hp,Wind Power,PV Power,Electricity,Heating,Cooling,Temperature,timestep,Day,caes_heat_cool
0,0,0.0,-0.0,0.0,57.0,304.0,0.0,0.0,304.0,1.1368683772161605e-13,0.0,0.0,63.7999999999999,21.26666666666663,0.0,0.0,1.0,0.0,1723.4666666666667,-800.0,21.26666666666663,0.0,0.0,902.2,367.8,0.0,8.3,0,1,1.0
1,1,0.0,0.0,0.0,60.58161153346394,0.0,0.0,0.0,0.0,-3.1974423109204513e-13,0.0,0.0,41.40000000000032,13.800000000000106,0.0,0.0,1.0,0.0,411.400000000001,-0.0,13.800000000000106,0.0,0.0,397.6,41.4,0.0,10.7,1,1,0.0
2,2,0.0,0.0,0.0,60.581611533464,148.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,808.8736842105263,-389.4736842105263,0.0,0.0,0.0,419.4,148.0,0.0,13.5,2,1,1.0
3,3,0.0,0.0,0.0,62.15785625486055,0.0,0.0,0.0,0.0,-2.7355895326763857e-13,0.0,0.0,12.200000000000273,4.066666666666757,0.0,0.0,1.0,0.0,395.6666666666672,-0.0,4.066666666666757,0.0,0.0,391.6,12.2,0.0,13.8,3,1,0.0
4,4,0.0,0.0,0.0,62.15785625486054,134.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1247.0,-800.0,0.0,0.0,0.0,447.0,134.0,0.0,13.6,4,1,0.4407894736842105
5,5,0.0,0.0,0.0,65.73946778832449,0.0,0.0,0.0,0.0,-1.8474111129762605e-13,0.0,0.0,40.80000000000018,13.60000000000006,0.0,0.0,1.0,0.0,430.8000000000004,-0.0,13.60000000000006,0.0,0.0,417.2,40.8,0.0,13.5,5,1,0.0
6,6,0.0,0.0,0.0,65.73946778832448,89.60000000000014,0.0,0.0,279.0228367710197,-1.2789769243681806e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1238.8706230816306,-734.2706230816307,0.0,0.0,0.0,504.5999999999999,89.60000000000001,0.0,13.4,6,1,0.3211206689634886
7,7,696.2380952380952,1.0,835.4857142857142,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.3142857142858,104.43809523809526,0.0,0.0,1.0,0.0,-0.0,-0.0,104.43809523809526,0.0,0.0,591.8,1148.8,0.0,13.3,7,1,0.0
8,8,617.1428571428572,1.0,740.5714285714287,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22857142857129,32.74285714285709,0.0,0.0,1.0,0.0,-0.0,-0.0,32.74285714285709,0.0,0.0,584.4,838.8,0.0,13.2,8,1,0.0
9,9,210.0,1.0,252.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,277.2,-0.0,0.0,0.0,0.0,487.2,252.0,0.0,13.2,9,1,0.0
10,10,207.00000000000028,1.0,248.40000000000032,69.0,0.0,0.0,0.0,0.0,-3.1263880373444413e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,292.19999999999965,-0.0,0.0,0.0,0.0,499.19999999999993,248.4,0.0,13.4,10,1,0.0
11,11,294.5000000000003,1.0,353.4000000000003,68.99999999999999,0.0,0.0,0.0,0.0,-2.842170943040401e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,171.89999999999978,-0.0,0.0,0.0,0.0,466.4,353.40000000000003,0.0,13.7,11,1,0.0
12,12,1156.6666666666672,1.0,1388.000000000001,68.99999999999997,0.0,0.0,0.0,0.0,-6.821210263296962e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-496.6666666666672,-0.0,0.0,0.0,0.0,660.0,1388.0,0.0,14.0,12,1,0.0
13,13,691.8333333333338,1.0,830.2000000000006,68.99999999999996,0.0,0.0,0.0,0.0,-6.821210263296962e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-66.83333333333383,-0.0,0.0,0.0,0.0,625.0,830.1999999999999,0.0,14.3,13,1,0.0
14,14,375.1666666666671,1.0,450.2000000000005,68.99999999999994,0.0,0.0,0.0,0.0,-3.979039320256561e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.63203066693768,-0.0,0.0,0.0013026663952778,0.0,600.8,450.2000000000001,0.0,14.6,14,1,0.0
15,15,246.66666666666669,1.0,296.0,68.99999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,560.9320306669382,-0.0,0.0,0.0013026663952778,0.0,807.5999999999999,296.0,0.0,14.7,15,1,0.0
16,16,281.16666666666697,1.0,337.4000000000004,68.99999999999991,0.0,0.0,234.285575144852,0.0,-3.410605131648481e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-70.61273703042423,774.9626997144595,0.0,0.0833706492977813,0.0,985.6,337.40000000000003,0.0,14.7,16,1,0.0
17,17,0.0,0.0,0.0,59.51601823219419,0.0,0.0,243.70427972460016,0.0,237.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.983268878485205,800.0000000000005,0.0,0.2167311215143494,0.0,853.2,237.4,0.0,14.5,17,1,0.0
18,18,372.0000000000003,1.0,446.4000000000003,49.83677693307214,0.0,0.0,0.0,0.0,-3.410605131648481e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,510.3796458375736,-0.0,0.0,0.0203541624262161,0.0,882.4000000000001,446.4,0.0,14.1,18,1,0.0
19,19,541.6666666666667,1.0,650.0000000000001,49.83677693307213,0.0,0.0,0.0,0.0,-1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,342.9333333333334,-0.0,0.0,0.0,0.0,884.6000000000001,650.0,0.0,13.7,19,1,0.0
20,20,555.1666666666667,1.0,666.2,49.83677693307214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,380.6333333333332,-0.0,0.0,0.0,0.0,935.8,666.2,0.0,13.5,20,1,0.0
21,21,272.3333333333335,1.0,326.8000000000002,49.836776933072144,0.0,0.0,0.0,0.0,-1.7053025658242404e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,717.2666666666668,-0.0,0.0,0.0,0.0,989.6,326.8,0.0,13.3,21,1,0.0
22,22,0.0,-0.0,0.0,49.83677693307213,304.0,0.0,0.0,304.0,5.059064278611913e-12,0.0,0.0,6.19999999999493,2.066666666664976,0.0,0.0,1.0,0.0,1458.2666666666669,-800.0,2.066666666664976,0.0,0.0,656.2,310.2,0.0,13.0,22,1,1.0
23,23,0.0,-0.0,0.0,53.41838846653606,304.0,0.0,0.0,304.0,5.002220859751105e-12,0.0,0.0,245.39999999999495,81.79999999999832,0.0,0.0,1.0,0.0,1477.0,-800.0,81.79999999999832,0.0,0.0,595.2,549.4,0.0,12.8,23,1,1.0
24,0,0.0,0.0,0.0,57.0,4.200000000000273,0.0,0.0,304.0,0.0,0.0,0.0,-2.7267077484793845e-13,-9.089025828264614e-14,0.0,0.0,1.0,0.0,1197.0,-800.0,-9.089025828264614e-14,0.0,0.0,397.0,4.2,0.0,12.6,0,2,0.0138157894736851
25,1,0.0,0.0,0.0,60.58161153346394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.6,-0.0,0.0,0.0,0.0,371.6,0.0,0.0,12.4,1,2,0.0
26,2,0.0,0.0,0.0,60.58161153346394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.80000000000007,-0.0,0.0,0.0,0.0,374.80000000000007,0.0,0.0,12.1,2,2,0.0
27,3,0.0,0.0,0.0,60.581611533463935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.5895786688378,-0.0,0.0,0.0104213311622227,0.0,388.6,0.0,0.0,11.9,3,2,0.0
28,4,0.0,0.0,0.0,60.58161153346393,8.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1196.5531854264198,-800.0,0.0,0.4468145735802976,0.0,397.0,8.0,0.0,11.8,4,2,0.0263157894736842
29,5,0.0,0.0,0.0,64.16322306692787,127.20000000000029,0.0,0.0,304.0,0.0,0.0,0.0,-2.700062395888381e-13,-9.000207986294603e-14,0.0,0.0,1.0,0.0,1267.0503561978423,-800.0,-9.000207986294603e-14,0.9496438021575424,0.0,468.0,127.2,0.0,11.7,5,2,0.4184210526315798
30,6,0.0,0.0,0.0,67.7448346003918,73.40000000000032,0.0,0.0,123.022836771026,0.0,0.0,0.0,-3.1263880373444413e-13,-1.0421293457814802e-13,0.0,0.0,1.0,0.0,917.394663490016,-323.7443072921737,-1.0421293457814802e-13,0.9496438021575424,0.0,594.6,73.4,0.0,11.6,6,2,0.5966371929515389
31,7,846.3475133998237,1.0,1015.6170160797884,69.00000000000004,0.0,0.0,0.0,0.0,-8.526512829121202e-14,0.0,0.0,99.58298392021172,33.1943279734039,0.0,0.0,1.0,0.0,-0.0,-0.0,33.1943279734039,0.4468145735802976,0.0,813.6,1115.2,0.0,11.5,7,2,0.0
32,8,1213.7619047619048,1.0,1456.5142857142855,69.00000000000003,0.0,0.0,0.0,0.0,-1.7053025658242404e-13,0.0,0.0,219.48571428571444,73.16190476190481,0.0,0.0,1.0,0.0,-0.0,-0.0,73.16190476190481,0.0,0.0,1140.6,1676.0,0.0,11.4,8,2,0.0
33,9,670.6666666666667,1.0,804.8000000000001,69.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,544.3333333333333,-0.0,0.0,0.0,0.0,1215.0,804.8000000000001,0.0,11.4,9,2,0.0
34,10,441.83333333333337,1.0,530.2,69.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,809.8504650000001,-0.0,0.0,0.0,6.716201666666667,1258.4,530.2,0.0,11.9,10,2,0.0
35,11,461.16666666666674,1.0,553.4000000000001,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,891.3600738333332,-0.0,0.0,0.0,1.4732595000000002,1354.0,553.4000000000001,0.0,12.6,11,2,0.0
36,12,898.0000000000001,1.0,1077.6,68.99999999999999,0.0,0.0,0.0,0.0,-2.273736754432321e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,626.4599020833331,-0.0,0.0,0.0,8.340097916666668,1532.8,1077.6,0.0,13.3,12,2,0.0
37,13,551.8333333333334,1.0,662.2,68.99999999999997,0.0,0.0,241.28321506479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.37474666666677,800.0,0.0,0.0,3.79192,1543.0,662.2,0.0,13.8,13,2,0.0
38,14,713.3333333333334,1.0,856.0,59.32075870087796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,737.1810829209072,-0.0,0.0,0.0203541624262161,1.6652295833333337,1452.2,856.0,0.0,14.0,14,2,0.0
39,15,283.66666666666663,1.0,340.3999999999999,59.32075870087795,0.0,0.0,0.0,0.0,5.684341886080803e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1017.7333333333336,-0.0,0.0,0.0,0.0,1301.4,340.4,0.0,14.0,15,2,0.0
40,16,262.8333333333333,1.0,315.4,59.320758700877946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,981.7666666666668,-0.0,0.0,0.0,0.0,1244.6,315.4,0.0,13.7,16,2,0.0
41,17,472.3333333333333,1.0,566.8,59.32075870087795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,734.8666666666668,-0.0,0.0,0.0,0.0,1207.2,566.8,0.0,13.4,17,2,0.0
42,18,235.3333333333333,1.0,282.4,59.320758700877946,0.0,0.0,228.52445856695255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,311.5039669521942,774.9626997144727,0.0,0.0,0.0,1321.8000000000002,282.4,0.0,13.0,18,2,0.0
43,19,546.0,1.0,655.1999999999999,49.83677693307212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,540.8000000000002,-0.0,0.0,0.0,0.0,1086.8000000000002,655.1999999999999,0.0,12.7,19,2,0.0
44,20,504.1666666666667,1.0,605.0,49.83677693307212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,465.03333333333336,-0.0,0.0,0.0,0.0,969.2,605.0,0.0,12.5,20,2,0.0
45,21,540.5,1.0,648.6,49.83677693307211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.70000000000005,-0.0,0.0,0.0,0.0,791.2,648.6,0.0,12.4,21,2,0.0
46,22,2.8421709430404014e-14,0.0,3.4106051316484814e-14,49.8367769330721,304.0000000000013,0.0,0.0,304.0000000000013,2.8421709430404014e-14,0.0,0.0,126.79999999999863,42.26666666666621,0.0,0.0,1.0,0.0,1534.2666666666696,-800.0000000000034,42.26666666666621,0.0,0.0,692.0,430.8,0.0,12.2,22,2,1.0
47,23,0.0,0.0,0.0,53.41838846653606,304.0,0.0,0.0,304.0,0.0,0.0,0.0,456.0,152.0,0.0,0.0,1.0,0.0,1608.4,-800.0,152.0,0.0,0.0,656.4,760.0,0.0,12.0,23,2,1.0
48,0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.2,-0.0,0.0,0.0,0.0,492.2,0.0,0.0,11.5,0,3,0.0
49,1,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,3.5527136788005016e-14,6.444444444444444,5.8,54.64444444444441,18.2148148148148,0.0,0.0,1.0,0.0,467.2148148148148,-0.0,18.2148148148148,0.0,0.0,449.0,48.2,5.8,11.4,1,3,0.0
50,2,0.0,0.0,0.0,56.99999999999999,126.53333333333364,0.0,0.0,126.53333333333366,7.105427357601002e-15,7.333333333333648,6.600000000000284,0.0,0.0,0.0,0.0,1.0,0.0,855.5824561403517,-332.98245614035176,0.0,0.0,0.0,522.6,119.2,6.6000000000000005,11.5,2,3,1.0
51,3,0.0,0.0,0.0,58.300292536146245,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,2.2,122.04444444444444,40.68148148148148,0.0,0.0,1.0,0.0,559.2814814814815,-0.0,40.68148148148148,0.0,0.0,518.6,119.6,2.2,11.3,3,3,0.0
52,4,0.0,0.0,0.0,58.30029253614624,213.7111111111111,0.0,0.0,304.0,-3.1086244689504387e-15,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1318.2,-800.0,0.0,0.0,0.0,518.2,212.6,1.0,10.8,4,3,0.7029970760233918
53,5,0.0,0.0,0.0,61.88190406961017,154.11111111111111,0.0,0.0,300.4895034376895,-3.1086244689504387e-15,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1309.5618511518146,-790.7618511518145,0.0,0.0,0.0,518.8000000000001,153.0,1.0,10.7,5,3,0.5128668700504811
54,6,0.0,-0.0,0.0,65.41838846653607,304.0,0.0,0.0,304.0,0.0,2.2222222222222223,2.0,19.022222222222176,6.340740740740725,0.0,0.0,1.0,0.0,1385.5407407407408,-800.0,6.340740740740725,0.0,0.0,579.2,320.79999999999995,2.0,10.9,6,3,1.0
55,7,756.0687830687831,1.0,907.2825396825396,69.0,0.0,0.0,0.0,0.0,0.0,2.888888888888889,2.6,209.0063492063493,69.6687830687831,0.0,0.0,1.0,0.0,-0.0,-0.0,69.6687830687831,0.0,0.0,686.4,1113.4,2.6,11.0,7,3,0.0
56,8,387.0740740740747,1.0,464.4888888888896,69.0,0.0,0.0,0.0,0.0,-7.069900220812997e-13,2.8888888888888893,2.6000000000000005,0.0,0.0,0.0,0.0,1.0,0.0,235.9259259259253,-0.0,0.0,0.0,0.0,623.0,461.6,2.6,11.0,8,3,0.0
57,9,453.2592592592593,1.0,543.9111111111112,68.99999999999999,0.0,0.0,0.0,0.0,-8.79296635503124e-14,3.111111111111112,2.8000000000000007,0.0,0.0,0.0,0.0,1.0,0.0,225.94074074074075,-0.0,0.0,0.0,0.0,679.2,540.8,2.8000000000000003,11.1,9,3,0.0
58,10,499.9814814814821,1.0,599.9777777777784,68.99999999999997,0.0,0.0,0.0,0.0,-7.323031070427534e-13,3.777777777777778,3.4000000000000004,0.0,0.0,0.0,0.0,1.0,0.0,82.81851851851792,-0.0,0.0,0.0,0.0,582.8,596.1999999999999,3.4000000000000004,11.4,10,3,0.0
59,11,612.2777777777778,0.9999999999999994,734.7333333333333,68.99999999999996,0.0,0.0,0.0,0.0,-3.8191672047105385e-14,3.333333333333333,3.0,0.0,0.0,0.0,0.0,1.0,-0.0,171.72222222222183,-0.0,0.0,0.0,0.0,784.0,731.4,3.0,11.9,11,3,0.0
60,12,210.16666666666663,0.9999999999999988,252.2,68.99999999999994,0.0,0.0,227.16890172508863,0.0,-2.220446049250313e-16,2.0,1.7999999999999998,0.0,0.0,0.0,0.0,1.0,-0.0,-92.54283138112908,774.9626997144625,0.0,0.0,3.813465,896.4,250.2,1.7999999999999998,12.6,12,3,0.0
61,13,0.0,0.0,0.0,59.516018232194206,0.0,0.0,239.55388316492565,0.0,-2.842170943040401e-13,0.0,0.0,165.20000000000027,55.06666666666676,0.0,0.0,1.0,0.0,-160.86890208333318,799.9999999999999,55.06666666666676,0.0,13.53556875,597.6,165.2,0.0,13.3,13,3,0.0
62,14,0.0,0.0,0.0,49.83677693307219,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,553.6290054166667,-0.0,0.0,0.0,8.370994583333335,562.0,144.2,0.0,13.9,14,3,0.0
63,15,0.0,0.0,0.0,49.83677693307218,0.0,0.0,0.0,0.0,106.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,561.8,-0.0,0.0,0.0,0.0,561.8,106.4,0.0,14.0,15,3,0.0
64,16,204.83333333333348,1.0,245.80000000000015,49.83677693307217,0.0,0.0,0.0,0.0,-1.7053025658242404e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,448.76666666666654,-0.0,0.0,0.0,0.0,653.6,245.8,0.0,13.8,16,3,0.0
65,17,267.3333333333333,1.0,320.79999999999995,49.836776933072166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,442.8666666666666,-0.0,0.0,0.0,0.0,710.1999999999999,320.79999999999995,0.0,13.4,17,3,0.0
66,18,332.5,1.0,399.0,49.83677693307216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,366.50000000000045,-0.0,0.0,0.0,0.0,699.0,399.0,0.0,12.9,18,3,0.0
67,19,352.5,1.0,423.0,49.83677693307215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,317.13716670059034,-0.0,0.0,0.1628332994097293,0.0,669.8000000000001,423.0,0.0,12.6,19,3,0.0
68,20,756.0000000000001,1.0,907.2000000000002,49.836776933072144,0.0,0.0,0.0,0.0,-1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.99999999999989,-0.0,0.0,0.0,0.0,827.0,907.2,0.0,12.4,20,3,0.0
69,21,241.8333333333336,1.0,290.2000000000003,49.83677693307214,0.0,0.0,0.0,0.0,-2.842170943040401e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,507.96666666666647,-0.0,0.0,0.0,0.0,749.8000000000001,290.2,0.0,12.0,21,3,0.0
70,22,0.0,-0.0,0.0,49.83677693307212,304.0,0.0,0.0,304.0,0.0,0.0,0.0,156.0,52.0,0.0,0.0,1.0,0.0,1661.4,-800.0,52.0,0.0,0.0,809.4,460.0,0.0,11.7,22,3,1.0
71,23,0.0,-0.0,0.0,53.41838846653606,304.0,0.0,0.0,304.0,0.0,0.0,0.0,469.0,156.33333333333331,0.0,0.0,1.0,0.0,1679.1333333333332,-800.0,156.33333333333331,0.0,0.0,722.8,773.0,0.0,11.4,23,3,1.0
72,0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4,56.46666666666667,0.0,0.0,1.0,0.0,583.8666666666667,-0.0,56.46666666666667,0.0,0.0,527.4,169.4,0.0,11.0,0,4,0.0
73,1,0.0,0.0,0.0,56.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.20000000000002,58.73333333333333,0.0,0.0,1.0,0.0,531.1333333333333,-0.0,58.73333333333333,0.0,0.0,472.4,176.20000000000002,0.0,10.5,1,4,0.0
74,2,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.2,64.06666666666666,0.0,0.0,1.0,0.0,573.4666666666667,-0.0,64.06666666666666,0.0,0.0,509.4,192.2,0.0,9.65,2,4,0.0
75,3,0.0,0.0,0.0,56.99999999999999,210.6000000000001,0.0,0.0,210.6000000000001,-1.4210854715202006e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1062.81052631579,-554.2105263157898,0.0,0.0,0.0,508.6,210.6,0.0,8.75,3,4,1.0
76,4,0.0,0.0,0.0,59.38096242931589,228.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1107.9330348056178,-600.0,0.0,0.6669651943822509,0.0,508.6,228.0,0.0,8.1,4,4,1.0
77,5,0.0,-0.0,0.0,61.98560038767008,243.6000000000001,0.0,0.0,292.4228367710222,-1.4210854715202006e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1317.466815781992,-769.5337809763743,0.0,0.6669651943822509,0.0,548.6,243.6,0.0,7.65,5,4,0.8330402737688638
78,6,0.0,-0.0,0.0,65.41838846653607,304.0,0.0,0.0,304.0,0.0,0.0,0.0,225.4,75.13333333333333,0.0,0.0,1.0,0.0,1575.9333333333334,-800.0,75.13333333333333,0.0,0.0,700.8,529.4,0.0,7.15,6,4,1.0
79,7,930.3333333333336,1.0,1116.4,69.0,0.0,0.0,0.0,0.0,-6.394884621840903e-14,0.0,0.0,54.39999999999993,18.133333333333308,0.0,0.0,1.0,0.0,-0.0,-0.0,18.133333333333308,0.0,0.0,912.2,1170.8,0.0,6.75,7,4,0.0
80,8,559.3333333333334,1.0,671.2,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,384.8666666666667,-0.0,0.0,0.0,0.0,944.2,671.2,0.0,6.45,8,4,0.0
81,9,808.3333333333339,1.0,970.0000000000008,69.00000000000003,0.0,0.0,0.0,0.0,-6.821210263296962e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,443.66666666666606,-0.0,0.0,0.0,0.0,1252.0,970.0,0.0,6.35,9,4,0.0
82,10,520.5,0.9999999999999988,624.6,69.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,833.04825,-0.0,0.0,0.0,53.45175,1407.0,624.6,0.0,7.2,10,4,0.0
83,11,343.83333333333366,1.0,412.6000000000004,69.0,0.0,0.0,0.0,0.0,-3.410605131648481e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,846.9929124999996,-0.0,0.0,0.0,226.37375416666663,1417.2,412.6,0.0,8.9,11,4,0.0
84,12,1159.1666666666672,1.0,1391.000000000001,68.99999999999999,0.0,0.0,0.0,0.0,-6.821210263296962e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.282666666666028,-0.0,0.0,0.0,329.5506666666667,1514.0,1391.0,0.0,10.6,12,4,0.0
85,13,640.8333333333334,1.0,769.0,68.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,507.51591666666656,-0.0,0.0,0.0,379.85075000000006,1528.1999999999998,769.0,0.0,11.9,13,4,0.0
86,14,0.0,0.0,0.0,68.99999999999996,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1035.6889473336046,-0.0,0.0,0.0013026663952778,367.10975,1402.8,158.0,0.0,12.9,14,4,0.0
87,15,339.00000000000017,1.0,406.8000000000002,68.99999999999994,0.0,0.0,0.0,0.0,-1.7053025658242404e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,612.2189999999994,-0.0,0.0,0.0,311.581,1262.8,406.8,0.0,13.4,15,4,0.0
88,16,0.0,0.0,0.0,68.99999999999993,0.0,0.0,239.89974954489844,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,488.22596666666686,800.0,0.0,0.0,207.1740333333333,1495.4,145.0,0.0,13.4,16,4,0.0
89,17,249.16666666666669,1.0,299.0,59.3207587008779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1099.7762916666668,-0.0,0.0,0.0,80.85704166666666,1429.8000000000002,299.0,0.0,12.8,17,4,0.0
90,18,0.0,0.0,0.0,59.320758700877896,0.0,0.0,224.4577880413688,0.0,167.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,615.8373002855374,774.9626997144628,0.0,0.0,0.0,1390.8000000000002,167.8,0.0,11.8,18,4,0.0
91,19,626.3333333333333,1.0,751.5999999999999,49.83677693307215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,712.6666666666667,-0.0,0.0,0.0,0.0,1339.0,751.5999999999999,0.0,10.8,19,4,0.0
92,20,630.5,1.0,756.6,49.83677693307214,0.0,0.0,0.0,0.0,-1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,509.7000000000001,-0.0,0.0,0.0,0.0,1140.2,756.5999999999999,0.0,10.2,20,4,0.0
93,21,495.83333333333337,1.0,595.0,49.83677693307212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,572.3666666666664,-0.0,0.0,0.0,0.0,1068.1999999999998,595.0,0.0,9.6,21,4,0.0
94,22,0.0,-0.0,0.0,49.83677693307211,304.0,0.0,0.0,304.0,0.0,0.0,0.0,392.4,130.79999999999998,0.0,0.0,1.0,0.0,1784.8,-800.0,130.79999999999998,0.0,0.0,853.9999999999999,696.4,0.0,9.05,22,4,1.0
95,23,0.0,-0.0,0.0,53.41838846653606,304.0,0.0,0.0,304.0,0.0,0.0,0.0,85.60000000000002,28.53333333333334,0.0,0.0,1.0,0.0,1648.1333333333332,-800.0,28.53333333333334,0.0,0.0,819.5999999999999,389.6,0.0,8.5,23,4,1.0
120,0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.4812945247304,-0.0,0.0,0.1187054752696927,0.0,392.6,0.0,0.0,8.1,0,6,0.0
121,1,0.0,0.0,0.0,56.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.02548341135764,-0.0,0.0,3.574516588642381,0.0,334.6,0.0,0.0,7.65,1,6,0.0
