,dates,Day,month,Temperature,Wind Speed,Solar Radiation,PV power,WT_power,Heating,Electricity,Cooling,Hour
0,1900-01-01,1,1,8.3,1.5,0.0,0.0,0.0,367.8,902.2,0.0,0
1,1900-01-01,1,1,10.7,1.75,0.0,0.0,0.0,41.4,397.6,0.0,1
2,1900-01-01,1,1,13.5,1.8,0.0,0.0,0.0,148.0,419.4,0.0,2
3,1900-01-01,1,1,13.8,1.45,0.0,0.0,0.0,12.2,391.59999999999997,0.0,3
4,1900-01-01,1,1,13.6,1.45,0.0,0.0,0.0,134.0,446.99999999999994,0.0,4
5,1900-01-01,1,1,13.5,1.6,0.0,0.0,0.0,40.8,417.2,0.0,5
6,1900-01-01,1,1,13.4,1.75,0.0,0.0,0.0,89.60000000000001,504.5999999999999,0.0,6
7,1900-01-01,1,1,13.3,1.7,0.0,0.0,0.0,1148.8,591.8,0.0,7
8,1900-01-01,1,1,13.2,1.8,0.0,0.0,0.0,838.8,584.4,0.0,8
9,1900-01-01,1,1,13.2,2.0,0.0,0.0,0.0,252.0,487.2,0.0,9
10,1900-01-01,1,1,13.4,2.8,0.0,0.0,0.0,248.4,499.19999999999993,0.0,10
11,1900-01-01,1,1,13.7,3.35,0.0,0.0,0.0,353.40000000000003,466.4,0.0,11
12,1900-01-01,1,1,14.0,2.85,0.0,0.0,0.0,1388.0,660.0,0.0,12
13,1900-01-01,1,1,14.3,2.95,0.0,0.0,0.0,830.1999999999999,625.0,0.0,13
14,1900-01-01,1,1,14.6,3.6,0.0,0.0,0.0013026663952778377,450.20000000000005,600.8,0.0,14
15,1900-01-01,1,1,14.7,3.6,0.0,0.0,0.0013026663952778377,296.0,807.5999999999999,0.0,15
16,1900-01-01,1,1,14.7,3.9,0.0,0.0,0.08337064929778136,337.40000000000003,985.6,0.0,16
17,1900-01-01,1,1,14.5,4.05,0.0,0.0,0.21673112151434945,237.39999999999998,853.2,0.0,17
18,1900-01-01,1,1,14.1,3.75,0.0,0.0,0.02035416242621616,446.4,882.4000000000001,0.0,18
19,1900-01-01,1,1,13.7,3.5,0.0,0.0,0.0,650.0,884.6000000000001,0.0,19
20,1900-01-01,1,1,13.5,3.0,0.0,0.0,0.0,666.2,935.8,0.0,20
21,1900-01-01,1,1,13.3,3.1,0.0,0.0,0.0,326.8,989.5999999999999,0.0,21
22,1900-01-01,1,1,13.0,2.65,0.0,0.0,0.0,310.2,656.2,0.0,22
23,1900-01-01,1,1,12.8,1.85,0.0,0.0,0.0,549.4,595.2,0.0,23
24,1900-01-02,2,1,12.6,1.55,0.0,0.0,0.0,4.2,397.0,0.0,0
25,1900-01-02,2,1,12.4,1.55,0.0,0.0,0.0,0.0,371.59999999999997,0.0,1
26,1900-01-02,2,1,12.1,2.3,0.0,0.0,0.0,0.0,374.80000000000007,0.0,2
27,1900-01-02,2,1,11.9,3.7,0.0,0.0,0.010421331162222701,0.0,388.6,0.0,3
28,1900-01-02,2,1,11.8,4.2,0.0,0.0,0.44681457358029764,8.0,396.99999999999994,0.0,4
29,1900-01-02,2,1,11.7,4.4,0.0,0.0,0.9496438021575423,127.2,468.0,0.0,5
30,1900-01-02,2,1,11.6,4.4,0.0,0.0,0.9496438021575423,73.4,594.6,0.0,6
31,1900-01-02,2,1,11.5,4.2,0.0,0.0,0.44681457358029764,1115.2,813.6,0.0,7
32,1900-01-02,2,1,11.4,3.4,0.0,0.0,0.0,1676.0,1140.6,0.0,8
33,1900-01-02,2,1,11.4,2.7,0.0,0.0,0.0,804.8000000000001,1215.0,0.0,9
34,1900-01-02,2,1,11.9,2.75,0.0067777777777777775,6.716201666666667,0.0,530.2,1258.4,0.0,10
35,1900-01-02,2,1,12.6,2.75,0.0014916666666666667,1.4732595000000002,0.0,553.4000000000001,1354.0,0.0,11
36,1900-01-02,2,1,13.3,2.55,0.008472222222222223,8.340097916666668,0.0,1077.6000000000001,1532.8,0.0,12
37,1900-01-02,2,1,13.8,2.8,0.003861111111111111,3.79192,0.0,662.2,1543.0,0.0,13
38,1900-01-02,2,1,14.0,3.75,0.0016972222222222224,1.6652295833333335,0.02035416242621616,856.0,1452.2,0.0,14
39,1900-01-02,2,1,14.0,3.25,0.0,0.0,0.0,340.4,1301.3999999999999,0.0,15
40,1900-01-02,2,1,13.7,3.0,0.0,0.0,0.0,315.4,1244.6000000000001,0.0,16
41,1900-01-02,2,1,13.4,3.1,0.0,0.0,0.0,566.8,1207.2,0.0,17
42,1900-01-02,2,1,13.0,2.85,0.0,0.0,0.0,282.4,1321.8000000000002,0.0,18
43,1900-01-02,2,1,12.7,2.45,0.0,0.0,0.0,655.1999999999999,1086.8000000000002,0.0,19
44,1900-01-02,2,1,12.5,1.7,0.0,0.0,0.0,605.0,969.2,0.0,20
45,1900-01-02,2,1,12.4,1.35,0.0,0.0,0.0,648.6,791.2,0.0,21
46,1900-01-02,2,1,12.2,1.05,0.0,0.0,0.0,430.79999999999995,692.0,0.0,22
47,1900-01-02,2,1,12.0,0.75,0.0,0.0,0.0,760.0,656.4,0.0,23
48,1900-01-03,3,1,11.5,0.45,0.0,0.0,0.0,0.0,492.2,0.0,0
49,1900-01-03,3,1,11.4,0.3,0.0,0.0,0.0,48.2,449.0,5.8,1
50,1900-01-03,3,1,11.5,0.25,0.0,0.0,0.0,119.2,522.6,6.6000000000000005,2
51,1900-01-03,3,1,11.3,0.3,0.0,0.0,0.0,119.60000000000001,518.6,2.2,3
52,1900-01-03,3,1,10.8,0.35,0.0,0.0,0.0,212.60000000000002,518.2,1.0,4
53,1900-01-03,3,1,10.7,0.3,0.0,0.0,0.0,153.0,518.8000000000001,1.0,5
54,1900-01-03,3,1,10.9,0.3,0.0,0.0,0.0,320.79999999999995,579.2,2.0,6
55,1900-01-03,3,1,11.0,0.35,0.0,0.0,0.0,1113.4,686.4,2.6,7
56,1900-01-03,3,1,11.0,0.45,0.0,0.0,0.0,461.59999999999997,623.0,2.6,8
57,1900-01-03,3,1,11.1,0.55,0.0,0.0,0.0,540.8,679.2,2.8000000000000003,9
58,1900-01-03,3,1,11.4,0.65,0.0,0.0,0.0,596.1999999999999,582.8,3.4000000000000004,10
59,1900-01-03,3,1,11.9,1.0,0.0,0.0,0.0,731.4,784.0,3.0,11
60,1900-01-03,3,1,12.6,1.3,0.003861111111111111,3.8134650000000003,0.0,250.2,896.4,1.7999999999999998,12
61,1900-01-03,3,1,13.3,1.45,0.01375,13.53556875,0.0,165.2,597.6,0.0,13
62,1900-01-03,3,1,13.9,1.45,0.008527777777777778,8.370994583333335,0.0,144.2,562.0,0.0,14
63,1900-01-03,3,1,14.0,1.15,0.0,0.0,0.0,106.4,561.8,0.0,15
64,1900-01-03,3,1,13.8,1.15,0.0,0.0,0.0,245.79999999999998,653.6,0.0,16
65,1900-01-03,3,1,13.4,1.7,0.0,0.0,0.0,320.79999999999995,710.1999999999999,0.0,17
66,1900-01-03,3,1,12.9,3.05,0.0,0.0,0.0,399.0,699.0,0.0,18
67,1900-01-03,3,1,12.6,4.0,0.0,0.0,0.1628332994097293,423.0,669.8000000000001,0.0,19
68,1900-01-03,3,1,12.4,3.25,0.0,0.0,0.0,907.2,827.0,0.0,20
69,1900-01-03,3,1,12.0,2.6,0.0,0.0,0.0,290.2,749.8000000000001,0.0,21
70,1900-01-03,3,1,11.7,2.95,0.0,0.0,0.0,460.0,809.4,0.0,22
71,1900-01-03,3,1,11.4,3.1,0.0,0.0,0.0,773.0,722.8,0.0,23
72,1900-01-04,4,1,11.0,3.1,0.0,0.0,0.0,169.4,527.4,0.0,0
73,1900-01-04,4,1,10.5,2.65,0.0,0.0,0.0,176.20000000000002,472.40000000000003,0.0,1
74,1900-01-04,4,1,9.65,2.05,0.0,0.0,0.0,192.2,509.4,0.0,2
75,1900-01-04,4,1,8.75,3.0,0.0,0.0,0.0,210.6,508.6,0.0,3
76,1900-01-04,4,1,8.1,4.3,0.0,0.0,0.6669651943822509,228.0,508.6,0.0,4
77,1900-01-04,4,1,7.65,4.3,0.0,0.0,0.6669651943822509,243.6,548.6,0.0,5
78,1900-01-04,4,1,7.15,3.25,0.0,0.0,0.0,529.4,700.8,0.0,6
79,1900-01-04,4,1,6.75,2.1,0.0,0.0,0.0,1170.8,912.2,0.0,7
80,1900-01-04,4,1,6.45,1.6,0.0,0.0,0.0,671.2,944.2,0.0,8
81,1900-01-04,4,1,6.35,1.6,0.0,0.0,0.0,970.0,1252.0,0.0,9
82,1900-01-04,4,1,7.2,1.6,0.05277777777777778,53.451750000000004,0.0,624.6,1407.0,0.0,10
83,1900-01-04,4,1,8.9,1.8,0.22527777777777777,226.37375416666666,0.0,412.59999999999997,1417.2,0.0,11
84,1900-01-04,4,1,10.6,2.2,0.33055555555555555,329.5506666666667,0.0,1391.0,1514.0,0.0,12
85,1900-01-04,4,1,11.9,3.25,0.38333333333333336,379.85075000000006,0.0,769.0,1528.1999999999998,0.0,13
86,1900-01-04,4,1,12.9,3.6,0.37222222222222223,367.10975,0.0013026663952778377,158.0,1402.8,0.0,14
87,1900-01-04,4,1,13.4,2.7,0.31666666666666665,311.581,0.0,406.8,1262.8,0.0,15
88,1900-01-04,4,1,13.4,2.45,0.21055555555555555,207.17403333333334,0.0,145.0,1495.3999999999999,0.0,16
89,1900-01-04,4,1,12.8,2.6,0.08194444444444444,80.85704166666666,0.0,299.0,1429.8000000000002,0.0,17
90,1900-01-04,4,1,11.8,3.1,0.0,0.0,0.0,167.8,1390.8000000000002,0.0,18
91,1900-01-04,4,1,10.8,3.1,0.0,0.0,0.0,751.5999999999999,1339.0,0.0,19
92,1900-01-04,4,1,10.2,2.85,0.0,0.0,0.0,756.5999999999999,1140.2,0.0,20
93,1900-01-04,4,1,9.6,2.35,0.0,0.0,0.0,595.0,1068.1999999999998,0.0,21
94,1900-01-04,4,1,9.05,1.8,0.0,0.0,0.0,696.4,853.9999999999999,0.0,22
95,1900-01-04,4,1,8.5,1.7,0.0,0.0,0.0,389.6,819.5999999999999,0.0,23
120,1900-01-06,6,1,8.1,3.95,0.0,0.0,0.11870547526969279,0.0,392.59999999999997,0.0,0
121,1900-01-06,6,1,7.65,4.9,0.0,0.0,3.574516588642381,0.0,334.6,0.0,1
122,1900-01-06,6,1,7.1,5.75,0.0,0.0,14.838184408711582,0.0,391.59999999999997,0.0,2
123,1900-01-06,6,1,6.55,5.9,0.0,0.0,18.008060248320792,116.19999999999999,399.4,0.0,3
124,1900-01-06,6,1,6.15,5.75,0.0,0.0,14.838184408711582,181.0,391.59999999999997,0.0,4
125,1900-01-06,6,1,5.9,5.5,0.0,0.0,10.421331162222675,228.4,433.6,0.0,5
126,1900-01-06,6,1,5.65,5.3,0.0,0.0,7.597150417260326,524.2,433.2,0.0,6
127,1900-01-06,6,1,5.4,5.3,0.0,0.0,7.597150417260326,1425.2,561.8000000000001,0.0,7
128,1900-01-06,6,1,5.2,5.4,0.0,0.0,8.93498880521067,903.0,555.0,0.0,8
129,1900-01-06,6,1,5.15,5.2,0.0,0.0,6.400000000000001,734.5999999999999,626.5999999999999,0.0,9
130,1900-01-06,6,1,6.05,4.35,0.04722222222222222,48.077770833333325,0.7999999999999992,681.8000000000001,558.8000000000001,0.0,10
131,1900-01-06,6,1,7.8,3.85,0.16777777777777778,169.4522,0.055851821697537204,511.59999999999997,504.00000000000006,0.0,11
132,1900-01-06,6,1,9.35,4.4,0.16777777777777778,168.24294166666667,0.9496438021575423,1393.6000000000001,781.9999999999999,0.0,12
133,1900-01-06,6,1,10.7,5.35,0.2916666666666667,290.64437499999997,8.247995115001013,513.6,646.5999999999999,0.0,13
134,1900-01-06,6,1,11.8,6.15,0.3055555555555556,302.9216666666667,24.24213311622228,707.2,632.2,0.0,14
135,1900-01-06,6,1,12.4,6.6,0.2652777777777778,262.25095833333336,38.80773458172196,341.8,631.2,0.0,15
136,1900-01-06,6,1,12.6,6.45,0.19444444444444445,192.04500000000002,33.442540199470805,222.2,870.1999999999999,0.0,16
137,1900-01-06,6,1,12.1,5.25,0.07611111111111112,75.34885833333333,6.9814777121921425,319.6,803.0,0.0,17
138,1900-01-06,6,1,11.1,3.35,0.0,0.0,0.0,463.8,871.0,0.0,18
139,1900-01-06,6,1,10.3,2.3,0.0,0.0,0.0,794.8000000000001,1106.3999999999999,0.0,19
140,1900-01-06,6,1,9.75,1.9,0.0,0.0,0.0,496.2,955.2,0.0,20
141,1900-01-06,6,1,9.25,1.7,0.0,0.0,0.0,883.0,927.8,0.0,21
142,1900-01-06,6,1,8.7,1.6,0.0,0.0,0.0,410.4,665.3999999999999,0.0,22
143,1900-01-06,6,1,8.15,1.25,0.0,0.0,0.0,627.4,640.8,0.0,23
144,1900-01-07,7,1,7.65,1.05,0.0,0.0,0.0,0.0,479.6,0.0,0
145,1900-01-07,7,1,7.2,0.9,0.0,0.0,0.0,0.0,373.40000000000003,0.0,1
146,1900-01-07,7,1,6.8,0.75,0.0,0.0,0.0,0.0,399.19999999999993,0.0,2
147,1900-01-07,7,1,6.4,0.6,0.0,0.0,0.0,116.4,394.6,0.0,3
148,1900-01-07,7,1,6.05,0.7,0.0,0.0,0.0,205.2,358.6,0.0,4
149,1900-01-07,7,1,5.8,0.85,0.0,0.0,0.0,247.2,448.00000000000006,0.0,5
150,1900-01-07,7,1,5.6,0.8,0.0,0.0,0.0,455.0,524.6,0.0,6
151,1900-01-07,7,1,5.4,0.65,0.0,0.0,0.0,1249.0,574.0,0.0,7
152,1900-01-07,7,1,5.25,0.65,0.0,0.0,0.0,1836.2,629.8000000000001,0.0,8
153,1900-01-07,7,1,5.3,0.65,0.0,0.0,0.0,1388.8,600.1999999999999,0.0,9
154,1900-01-07,7,1,6.2,0.65,0.04138888888888889,42.109883333333336,0.0,1028.4,603.8000000000001,0.0,10
155,1900-01-07,7,1,7.85,0.7,0.1411111111111111,142.48659166666664,0.0,821.8000000000001,706.2,0.0,11
156,1900-01-07,7,1,9.6,0.8,0.2611111111111111,261.5315,0.0,500.0,850.3999999999999,0.0,12
157,1900-01-07,7,1,11.1,0.8,0.23805555555555555,236.7783875,0.0,340.6,1509.8000000000002,0.0,13
158,1900-01-07,7,1,12.1,0.9,0.26222222222222225,259.5960666666667,0.0,172.0,1307.0,0.0,14
159,1900-01-07,7,1,12.7,1.15,0.24222222222222223,239.12056666666672,0.0,200.6,827.0,0.0,15
160,1900-01-07,7,1,12.9,1.0,0.18055555555555555,178.075625,0.0,213.2,1079.8,0.0,16
161,1900-01-07,7,1,12.5,0.9,0.059444444444444446,58.73854166666666,0.0,226.0,905.0,0.0,17
162,1900-01-07,7,1,11.5,1.1,0.0,0.0,0.0,385.6,846.2,0.0,18
163,1900-01-07,7,1,10.7,1.3,0.0,0.0,0.0,357.2,891.8,0.0,19
164,1900-01-07,7,1,10.2,1.55,0.0,0.0,0.0,525.4,923.8,0.0,20
165,1900-01-07,7,1,9.7,1.6,0.0,0.0,0.0,508.6,871.5999999999999,0.0,21
166,1900-01-07,7,1,9.25,1.7,0.0,0.0,0.0,535.0,601.4,0.0,22
167,1900-01-07,7,1,8.75,1.8,0.0,0.0,0.0,476.4,488.79999999999995,0.0,23
168,1900-01-08,8,1,8.25,1.7,0.0,0.0,0.0,0.0,406.20000000000005,0.0,0
169,1900-01-08,8,1,7.8,1.55,0.0,0.0,0.0,0.0,388.6,0.0,1
170,1900-01-08,8,1,7.4,1.5,0.0,0.0,0.0,0.0,391.59999999999997,0.0,2
171,1900-01-08,8,1,7.0,1.65,0.0,0.0,0.0,0.0,391.59999999999997,0.0,3
172,1900-01-08,8,1,6.7,1.5,0.0,0.0,0.0,127.2,421.59999999999997,0.0,4
173,1900-01-08,8,1,6.45,1.1,0.0,0.0,0.0,193.0,377.59999999999997,0.0,5
174,1900-01-08,8,1,6.2,0.7,0.0,0.0,0.0,295.2,503.79999999999995,0.0,6
175,1900-01-08,8,1,6.05,0.4,0.0,0.0,0.0,1037.3999999999999,569.4000000000001,0.0,7
176,1900-01-08,8,1,5.9,0.35,0.0,0.0,0.0,606.5999999999999,576.5999999999999,0.0,8
177,1900-01-08,8,1,5.85,0.5,0.0,0.0,0.0,524.0,515.8,0.0,9
178,1900-01-08,8,1,6.4,0.7,0.012,12.19788,0.0,745.4000000000001,578.1999999999999,0.0,10
179,1900-01-08,8,1,7.4,1.15,0.015777777777777776,15.964586666666666,0.0,516.1999999999999,566.8,0.0,11
180,1900-01-08,8,1,8.35,1.7,0.02705555555555556,27.25637541666667,0.0,1624.1999999999998,748.3999999999999,0.0,12
181,1900-01-08,8,1,9.1,2.2,0.028333333333333332,28.444824999999994,0.0,1271.0,918.0,0.0,13
182,1900-01-08,8,1,9.65,3.35,0.030833333333333334,30.875806250000004,0.0,1117.8,877.8,0.0,14
183,1900-01-08,8,1,10.0,3.6,0.029722222222222223,29.714791666666663,0.0013026663952778377,648.0,928.6,0.0,15
184,1900-01-08,8,1,10.1,2.35,0.03194444444444444,31.921604166666665,0.0,697.8,1061.4,0.0,16
185,1900-01-08,8,1,9.85,2.2,0.007277777777777778,7.281034583333334,0.0,853.0,1048.8,0.0,17
186,1900-01-08,8,1,9.25,2.95,0.0,0.0,0.0,758.0,930.4000000000001,0.0,18
187,1900-01-08,8,1,8.45,2.95,0.0,0.0,0.0,847.6,848.6,0.0,19
188,1900-01-08,8,1,7.85,2.5,0.0,0.0,0.0,894.4,901.2,0.0,20
189,1900-01-08,8,1,7.5,2.4,0.0,0.0,0.0,1063.4,911.5999999999999,0.0,21
190,1900-01-08,8,1,7.0,3.45,0.0,0.0,0.0,690.4000000000001,660.0,0.0,22
191,1900-01-08,8,1,6.45,4.5,0.0,0.0,1.3026663952778343,849.5999999999999,588.8,0.0,23
192,1900-01-09,9,1,5.9,5.1,0.0,0.0,5.335721555058007,0.0,393.40000000000003,0.0,0
193,1900-01-09,9,1,5.35,4.4,0.0,0.0,0.9496438021575423,0.0,372.6,0.0,1
194,1900-01-09,9,1,4.9,3.6,0.0,0.0,0.0013026663952778377,58.8,378.2,0.0,2
195,1900-01-09,9,1,4.45,4.7,0.0,0.0,2.251007531040099,214.60000000000002,389.6,0.0,3
196,1900-01-09,9,1,4.05,5.2,0.0,0.0,6.400000000000001,389.4,404.5999999999999,0.0,4
197,1900-01-09,9,1,3.75,3.85,0.0,0.0,0.055851821697537204,342.59999999999997,460.80000000000007,0.0,5
198,1900-01-09,9,1,3.5,2.5,0.0,0.0,0.0,409.20000000000005,619.0,0.0,6
199,1900-01-09,9,1,3.3,2.75,0.0,0.0,0.0,1422.4,837.8,0.0,7
200,1900-01-09,9,1,3.1,3.2,0.0,0.0,0.0,2073.8,1177.4,0.0,8
201,1900-01-09,9,1,3.1,2.8,0.0,0.0,0.0,1668.1999999999998,1300.8000000000002,0.0,9
202,1900-01-09,9,1,4.2,3.3,0.056666666666666664,58.1808,0.0,1036.0,1350.6,0.0,10
203,1900-01-09,9,1,6.2,4.6,0.225,228.91950000000003,1.7338489721147956,750.8,1380.1999999999998,0.0,11
204,1900-01-09,9,1,8.1,5.45,0.3277777777777778,330.59175,9.659108487685735,1114.2,1455.0,0.0,12
205,1900-01-09,9,1,9.75,5.65,0.39444444444444443,394.80437499999994,12.946387136169355,831.8000000000001,1573.8,0.0,13
206,1900-01-09,9,1,11.0,5.3,0.3972222222222222,395.2758333333333,7.597150417260326,400.4,1463.6,0.0,14
207,1900-01-09,9,1,11.7,5.4,0.3333333333333333,330.615,8.93498880521067,345.0,1129.8,0.0,15
208,1900-01-09,9,1,11.8,5.5,0.22666666666666666,224.7128,10.421331162222675,372.8,1190.4,0.0,16
209,1900-01-09,9,1,11.3,5.3,0.060833333333333336,60.450387500000005,7.597150417260326,547.2,1152.3999999999999,0.0,17
210,1900-01-09,9,1,10.1,5.9,0.0,0.0,18.008060248320792,316.0,1213.6,0.0,18
211,1900-01-09,9,1,9.15,6.6,0.0,0.0,38.80773458172196,473.0,1070.2,0.0,19
212,1900-01-09,9,1,8.65,6.25,0.0,0.0,27.091390189293712,584.0,833.8,0.0,20
213,1900-01-09,9,1,8.1,5.45,0.0,0.0,9.659108487685735,410.4,636.0,0.0,21
214,1900-01-09,9,1,7.55,4.6,0.0,0.0,1.7338489721147956,660.4000000000001,638.8,0.0,22
215,1900-01-09,9,1,7.05,3.45,0.0,0.0,0.0,602.2,682.0,0.0,23
240,1900-01-11,11,1,6.9,5.75,0.0,0.0,14.838184408711582,249.20000000000002,587.0,0.0,0
241,1900-01-11,11,1,6.5,5.85,0.0,0.0,16.905841644616316,252.8,508.6,0.0,1
242,1900-01-11,11,1,6.1,5.5,0.0,0.0,10.421331162222675,272.0,557.2,0.0,2
243,1900-01-11,11,1,5.7,5.75,0.0,0.0,14.838184408711582,288.6,530.5999999999999,0.0,3
244,1900-01-11,11,1,5.4,5.65,0.0,0.0,12.946387136169355,302.6,548.6,0.0,4
245,1900-01-11,11,1,5.2,5.4,0.0,0.0,8.93498880521067,339.0,612.8,0.0,5
246,1900-01-11,11,1,5.0,6.1,0.0,0.0,22.89566456340321,419.6,746.2,0.0,6
247,1900-01-11,11,1,4.85,6.5,0.0,0.0,35.17199267250153,1237.6000000000001,948.0,0.0,7
248,1900-01-11,11,1,4.7,6.15,0.0,0.0,24.24213311622228,1433.0,1103.0,0.0,8
249,1900-01-11,11,1,4.7,6.85,0.0,0.0,48.97423163036839,1261.2,1317.8,0.0,9
250,1900-01-11,11,1,5.7,7.6,0.0475,48.437887499999995,89.7810706289436,708.0,1277.2,0.0,10
251,1900-01-11,11,1,7.6,7.1,0.1947222222222222,196.84664166666667,60.77720333808261,867.4,1233.6,0.0,11
252,1900-01-11,11,1,9.45,6.35,0.2338888888888889,234.42858750000002,30.15558721758599,1454.6000000000001,1482.2,0.0,12
253,1900-01-11,11,1,10.8,6.0,0.19666666666666666,195.88589999999996,20.354162426216163,764.2,1431.2,0.0,13
254,1900-01-11,11,1,11.8,4.9,0.25555555555555554,253.35266666666666,3.574516588642381,501.4,1171.2,0.0,14
255,1900-01-11,11,1,12.4,5.35,0.1775,175.47472499999998,8.247995115001013,536.8,1157.3999999999999,0.0,15
256,1900-01-11,11,1,12.6,7.4,0.18444444444444444,182.16840000000002,77.27286790148588,631.4,1460.6,0.0,16
257,1900-01-11,11,1,12.2,7.8,0.04388888888888889,43.42893333333333,103.57109708935477,572.2,1426.8000000000002,0.0,17
258,1900-01-11,11,1,11.2,9.2,0.0,0.0,241.2446977406879,597.2,1282.2,0.0,18
259,1900-01-11,11,1,10.2,9.85,0.0,0.0,333.5449623447995,728.1999999999999,1190.4,0.0,19
260,1900-01-11,11,1,9.45,8.45,0.0,0.0,157.99698758396084,1122.8,1023.6,0.0,20
261,1900-01-11,11,1,8.75,7.5,0.0,0.0,83.3706492977814,798.4000000000001,1064.4,0.0,21
262,1900-01-11,11,1,8.05,7.2,0.0,0.0,65.98396092000814,808.1999999999999,784.2,0.0,22
263,1900-01-11,11,1,7.35,7.1,0.0,0.0,60.77720333808261,690.6,703.6,0.0,23
264,1900-01-12,12,1,6.65,7.4,0.0,0.0,77.27286790148588,13.0,516.0,0.0,0
265,1900-01-12,12,1,5.95,9.2,0.0,0.0,241.2446977406879,50.199999999999996,526.4,0.0,1
266,1900-01-12,12,1,5.15,10.1,0.0,0.0,374.5113779767961,0.0,511.59999999999997,0.0,2
267,1900-01-12,12,1,4.25,8.25,0.0,0.0,139.60920008141667,172.60000000000002,471.59999999999997,0.0,3
268,1900-01-12,12,1,3.55,6.45,0.0,0.0,33.442540199470805,255.0,491.59999999999997,0.0,4
269,1900-01-12,12,1,3.05,5.75,0.0,0.0,14.838184408711582,291.8,573.4,0.0,5
270,1900-01-12,12,1,2.55,5.5,0.0,0.0,10.421331162222675,525.8,690.8000000000002,0.0,6
271,1900-01-12,12,1,2.1,5.85,0.0,0.0,16.905841644616316,1530.8000000000002,961.4,0.0,7
272,1900-01-12,12,1,1.7,5.25,0.0,0.0,6.9814777121921425,1076.2,914.6000000000001,0.0,8
273,1900-01-12,12,1,1.5,3.85,0.0,0.0,0.055851821697537204,1051.0,1069.2,0.0,9
274,1900-01-12,12,1,2.05,3.5,0.04638888888888889,48.09217291666666,0.0,795.1999999999999,1051.6000000000001,0.0,10
275,1900-01-12,12,1,3.0,3.25,0.08805555555555555,90.89975000000001,0.0,768.8,1037.6000000000001,0.0,11
276,1900-01-12,12,1,3.9,2.55,0.18805555555555556,193.3427375,0.0,2038.6000000000001,1552.0000000000002,0.0,12
277,1900-01-12,12,1,4.85,2.55,0.325,332.7016875,0.0,872.4,1440.6,0.0,13
278,1900-01-12,12,1,5.55,3.25,0.3,306.13275000000004,0.0,745.8,1065.2,0.0,14
279,1900-01-12,12,1,5.9,3.25,0.31666666666666665,322.62474999999995,0.0,477.2,1120.2,0.0,15
280,1900-01-12,12,1,5.95,2.65,0.22166666666666668,225.78578750000003,0.0,658.8,1420.0,0.0,16
281,1900-01-12,12,1,5.55,2.65,0.05583333333333333,56.97470625,0.0,710.8,1411.4,0.0,17
282,1900-01-12,12,1,4.7,3.6,0.0,0.0,0.0013026663952778377,782.4,1371.0,0.0,18
283,1900-01-12,12,1,3.95,4.6,0.0,0.0,1.7338489721147956,1597.6,1444.0,0.0,19
284,1900-01-12,12,1,3.4,3.75,0.0,0.0,0.02035416242621616,1307.4,1042.6000000000001,0.0,20
285,1900-01-12,12,1,2.85,2.6,0.0,0.0,0.0,1475.3999999999999,1115.2,0.0,21
286,1900-01-12,12,1,2.35,2.35,0.0,0.0,0.0,790.1999999999999,951.9999999999999,0.0,22
287,1900-01-12,12,1,1.8,1.8,0.0,0.0,0.0,1099.2,806.0000000000001,0.0,23
288,1900-01-13,13,1,1.25,1.2,0.0,0.0,0.0,5.0,561.0,0.0,0
289,1900-01-13,13,1,1.0,1.0,0.0,0.0,0.0,136.0,606.2,0.0,1
290,1900-01-13,13,1,1.05,1.3,0.0,0.0,0.0,277.6,571.5999999999999,0.0,2
291,1900-01-13,13,1,1.15,1.65,0.0,0.0,0.0,336.59999999999997,531.5999999999999,0.0,3
292,1900-01-13,13,1,1.25,2.7,0.0,0.0,0.0,363.40000000000003,591.5999999999999,0.0,4
293,1900-01-13,13,1,1.35,3.1,0.0,0.0,0.0,447.0,656.4,0.0,5
294,1900-01-13,13,1,1.45,3.35,0.0,0.0,0.0,637.0,647.4,0.0,6
295,1900-01-13,13,1,1.55,4.3,0.0,0.0,0.6669651943822509,1926.6,743.1999999999999,0.0,7
296,1900-01-13,13,1,1.6,4.4,0.0,0.0,0.9496438021575423,1022.6,741.0,0.0,8
297,1900-01-13,13,1,1.8,3.95,0.0,0.0,0.11870547526969279,1163.8,724.6000000000001,0.0,9
298,1900-01-13,13,1,3.0,3.85,0.042222222222222223,43.586000000000006,0.055851821697537204,899.4,745.8,0.0,10
299,1900-01-13,13,1,5.0,4.2,0.13055555555555556,133.55833333333334,0.44681457358029764,988.1999999999999,655.6,0.0,11
300,1900-01-13,13,1,6.95,3.7,0.20805555555555555,210.95428958333332,0.010421331162222701,1319.0,709.4,0.0,12
301,1900-01-13,13,1,8.6,3.0,0.20277777777777778,204.0471666666667,0.0,1032.2,1000.0,0.0,13
302,1900-01-13,13,1,9.65,2.85,0.13555555555555557,135.74228333333335,0.0,537.8,742.6,0.0,14
303,1900-01-13,13,1,10.2,2.5,0.12277777777777778,122.6329,0.0,710.8,811.4,0.0,15
304,1900-01-13,13,1,10.4,2.15,0.1213888888888889,121.13275833333333,0.0,352.0,1066.8000000000002,0.0,16
305,1900-01-13,13,1,9.95,2.05,0.03361111111111111,33.61052291666667,0.0,580.2,1024.6,0.0,17
306,1900-01-13,13,1,8.95,2.4,0.0,0.0,0.0,819.2,990.0,0.0,18
307,1900-01-13,13,1,8.1,3.85,0.0,0.0,0.055851821697537204,1028.8,1097.2,0.0,19
